
zone;865.78668212891;2646.3959960938;129.14250183105;2031.6000976563;2983.5324707031;368.41442871094
line;1114.03125;2799.1066894531;133.541015625;1114.03125;2798.2866210938;245.05130004883
line;1344.1008300781;2712.1450195313;276.02294921875;1343.5067138672;2711.55078125;132.30029296875
line;899.72760009766;2627.03125;261.81909179688;899.49438476563;2627.03125;140.09901428223
line;551.55572509766;2576.03125;278.29937744141;549.31622314453;2576.03125;162.26870727539
line;642.03125;2590.4279785156;189.34140014648;642.03125;2429.8955078125;188.53428649902
line;642.03125;2590.4279785156;137.66464233398;642.03125;2590.6770019531;188.88339233398
line;642.03125;2752.2561035156;188.95155334473;642.03125;2752.1162109375;140.07568359375
line;644.85845947266;2997.96875;188.27857971191;642.03125;2752.3952636719;189.09260559082
line;603.96887207031;2908.2697753906;200.92665100098;625.89526367188;2997.96875;201.07836914063
line;603.92785644531;2908.2075195313;200.99681091309;604.06457519531;2908.6418457031;183.17025756836
line;130.21258544922;2569.5900878906;276.30548095703;130.2686920166;2570.7004394531;163.89974975586
line;121.03125;2695.9138183594;271.27954101563;118.58399963379;2695.0766601563;160.82562255859
line;120.1700592041;2913.96875;277.13500976563;120.52514648438;2913.96875;168.59527587891
line;121.03125;2949.4748535156;275.00921630859;121.03125;2949.4006347656;169.5458984375
line;240.82624816895;3036.5231933594;280.2353515625;237.98341369629;3034.1389160156;163.04769897461
line;559.96875;3010.1066894531;342.70825195313;559.63470458984;3006.888671875;160.03125
line;369.63357543945;2521.6926269531;275.99987792969;368.48037719727;2521.7377929688;161.58467102051
zone;641.55902099609;2428.03125;127.9397354126;981.50018310547;2795.7546386719;341.65924072266
line;672.01916503906;2143.974609375;273.6076965332;672.18768310547;2144.4113769531;140.50534057617
zone;317.49227905273;1904.9573974609;399.96875;891.96875;2581.5083007813;146.74514770508
line;545.10845947266;2576.03125;277.78271484375;543.95513916016;2576.03125;164.98867797852
line;520.8662109375;3048.3540039063;258.15182495117;510.8125;3064.5947265625;160.03125
line;554.57824707031;3041.3776855469;254.5258026123;521.32708740234;3048.654296875;258.68310546875
line;157.91355895996;3079.96875;164.75476074219;154.82188415527;3079.96875;287.46661376953
line;121.03125;2949.7875976563;276.42752075195;121.03125;2948.7829589844;164.47317504883
line;120.60220336914;2698.7746582031;281.59954833984;117.65082550049;2698.03125;166.66595458984
line;130.14482116699;2568.2478027344;163.45628356934;130.23599243164;2570.0529785156;276.87658691406
line;130.21514892578;2569.640625;277.88656616211;134.67181396484;2657.8823242188;276.06188964844
line;118.07832336426;2913.96875;165.31684875488;118.90204620361;2913.96875;276.37173461914
zone;218.46881103516;1829.3701171875;125.32968902588;669.31298828125;2133.96875;299.0810546875
line;73.067123413086;1462.0643310547;164.07208251953;52.605041503906;1421.1402587891;108.43351745605
line;97.398857116699;1520.2631835938;172.30320739746;72.926635742188;1461.7834472656;163.95770263672
line;173.96875;968.06024169922;195.38261413574;113.41609191895;978.10296630859;221.05862426758
line;53.993339538574;968.83447265625;75.693534851074;52.03125;966.73461914063;200.99304199219
line;118.31952667236;1560.9898681641;116.72207641602;99.779754638672;1519.7711181641;172.21011352539
line;199.86734008789;1185.4909667969;97.55322265625;199.21440124512;1183.2586669922;241.66436767578
line;246.75813293457;1416.6333007813;295.96875;247.78486633301;1414.80078125;107.03125
line;113.42520904541;977.92846679688;221.05798339844;52.03125;966.38531494141;200.60986328125
zone;-461.23974609375;446.92794799805;-27.225708007813;311.96875;919.96740722656;243.73297119141
line;694.78967285156;448.96951293945;334.89849853516;682.61468505859;451.91900634766;88.145530700684
line;477.22082519531;2042.7543945313;130.3645324707;474.43759155273;2034.12109375;202.18229675293
line;195.96875;1176.6645507813;231.89678955078;201.1393737793;1190.1140136719;97.825576782227
line;400.59051513672;679.82019042969;249.28567504883;400;680.93310546875;88.537750244141
line;388.91638183594;1839.2922363281;221.29693603516;439.40533447266;1775.9671630859;219.94697570801
line;1297.0606689453;605.96875;252.68756103516;1295.5432128906;605.96875;120.05462646484
line;337.80627441406;2069.7487792969;177.03125;401.49664306641;2057.7507324219;177.03125
line;401.31466674805;2057.7922363281;177.03125;403.6572265625;2057.6843261719;201.24754333496
line;1296.9193115234;418.03125;299.30871582031;1297.9855957031;418.03125;126.87471008301
line;957.96875;607.36791992188;283.95269775391;957.96875;608.18316650391;89.968444824219
line;247.61112976074;1417.1323242188;295.96875;248.16220092773;1415.8839111328;110.59088134766
line;403.6572265625;2057.6843261719;201.07395935059;472.81588745117;2034.5633544922;202.23284912109
line;389.1438293457;1839.0069580078;132.2119140625;388.91638183594;1839.2922363281;221.15162658691
zone;-287;185.33657836914;184.28677368164;54.96875;395.53021240234;308.63217163086
line;473.31192016602;2034.4281005859;136.61555480957;473.42129516602;2034.3981933594;202.1142578125
line;140.71318054199;963.47399902344;216.42059326172;173.96875;962.50433349609;196.81004333496
line;114.2138671875;962.94500732422;220.99908447266;140.71318054199;963.47399902344;216.42059326172
line;84.704727172852;961.86724853516;217.83023071289;114.4104385376;962.96392822266;220.98439025879
line;53.587356567383;962.59136962891;204.75628662109;85.045532226563;962.13580322266;217.8896484375
line;195.96875;1175.6262207031;100.65563964844;195.96875;1174.681640625;245.96867370605
line;248.78039550781;1415.5595703125;293.57360839844;249.53863525391;1415.0817871094;110.08312988281
line;389.81225585938;1838.1684570313;222.77505493164;388.89514160156;1839.3188476563;131.42581176758
line;441.77731323242;1772.9919433594;220.46585083008;389.98977661133;1837.9458007813;221.92164611816
